make,model,location,color,price_in_Ksh,year_of_manufacture,transmission,mileage_in_km,fuel,foreign_local,review_score
toyota,fielder,Mombasa,green,1300000,2013,Automatic,42921,Petrol,Foreign,4.6
toyota,axio,Mombasa,gold,1200000,2013,Automatic,43527,Petrol,Foreign,3.6
audi,q3,Mombasa,black,3000000,2012,Automatic,103206,Petrol,Foreign,3
toyota,premio,Mombasa,silver,1700000,2013,Automatic,82327,Petrol,Foreign,4.764705882352941
subaru,forester,Mombasa,gold,2500000,2013,Automatic,103683,Petrol,Foreign,4.636363636363637
bmw,523i,Mombasa,Not-specified,2500000,2013,Automatic,63230,Petrol,Foreign,3.6666666666666665
toyota,harrier,Mombasa,white,3600000,2014,Automatic,95807,Petrol,Foreign,4.6
toyota,wish,Mombasa,white,1400000,2013,Automatic,73838,Petrol,Foreign,3.6666666666666665
nissan,murano,Mombasa,white,1900000,2013,Manual,73933,Petrol,Foreign,3
nissan,murano,Mombasa,white,1900000,2013,Manual,73933,Petrol,Foreign,3
toyota,premio,Mombasa,white,1650000,2013,Automatic,103870,Petrol,Foreign,4.764705882352941
toyota,rav4,Mombasa,black,2200000,2021,Automatic,57096,Petrol,Foreign,4.5
toyota,fielder,Mombasa,silver,1300000,2013,Automatic,156554,Hybrid,Foreign,4.6
toyota,wish,Mombasa,silver,1350000,2013,Automatic,99000,Petrol,Foreign,3.6666666666666665
toyota,fielder,Mombasa,white,1250000,2013,Automatic,98237,Petrol,Foreign,4.6
mitsubishi,outlander,Mombasa,white,2400000,2014,Automatic,51586,Petrol,Foreign,3.5
nissan,murano,Mombasa,maroon,2600000,2013,Automatic,58267,Petrol,Foreign,3
nissan,murano,Mombasa,maroon,2600000,2013,Automatic,58267,Petrol,Foreign,3
honda,shuttle,Nairobi,maroon,965000,2013,Automatic,84,Petrol,Foreign,3
toyota,alphard,Mombasa,silver,2300000,2012,Automatic,97232,Petrol,Foreign,3
toyota,allion,Mombasa,silver,1500000,2013,Automatic,192122,Petrol,Foreign,4.555555555555555
toyota,fielder,Mombasa,black,1350000,2013,Automatic,152302,Petrol,Foreign,4.6
toyota,vellfire,Mombasa,white,2400000,2012,Automatic,103267,Petrol,Foreign,3
toyota,vanguard,Mombasa,white,2600000,2013,Automatic,53653,Petrol,Foreign,3.3333333333333335
toyota,harrier,Mombasa,silver,1250000,2004,Automatic,100000,Petrol,Local,4.6
toyota,harrier,Mombasa,silver,1250000,2004,Automatic,100000,Petrol,Local,4.6
toyota,harrier,Mombasa,white,3900000,2015,Automatic,43152,Petrol,Foreign,4.6
mercedes-benz,e250,Mombasa,black,3900000,2014,Automatic,33755,Petrol,Foreign,3
volkswagen,lt,Mombasa,silver,1800000,2013,Automatic,18105,Petrol,Foreign,3
honda,ft,Mombasa,maroon,850000,2013,Automatic,54262,Hybrid,Foreign,3
mazda,cx-5,Mombasa,red,1900000,2013,Automatic,72327,Diesel,Foreign,3.3333333333333335
toyota,harrier,Mombasa,black,3600000,2014,Automatic,52527,Petrol,Foreign,4.6
toyota,harrier,Mombasa,silver,3700000,2014,Automatic,62123,Petrol,Foreign,4.6
bmw,320i,Mombasa,black,2800000,2013,Automatic,72362,Petrol,Foreign,3
toyota,hilux,Mombasa,silver,2350000,2012,Manual,175238,Diesel,Foreign,4.2
honda,ft,Mombasa,maroon,850000,2013,Automatic,54262,Hybrid,Foreign,3
mazda,cx-5,Mombasa,red,1900000,2013,Automatic,72327,Diesel,Foreign,3.3333333333333335
toyota,harrier,Mombasa,black,3600000,2014,Automatic,52527,Petrol,Foreign,4.6
toyota,harrier,Mombasa,silver,3700000,2014,Automatic,62123,Petrol,Foreign,4.6
bmw,320i,Mombasa,black,2800000,2013,Automatic,72362,Petrol,Foreign,3
toyota,hilux,Mombasa,silver,2350000,2012,Manual,175238,Diesel,Foreign,4.2
toyota,harrier,Nairobi,silver,3550000,2015,Automatic,65000,Petrol,Foreign,4.6
mazda,cx-5,Nairobi,grey,2150000,2013,Automatic,63000,Diesel,Foreign,3.3333333333333335
toyota,vitz,Nairobi,pink,745000,2012,Automatic,20648,Petrol,Foreign,4.733333333333333
subaru,outback,Nairobi,red,1450000,2009,Automatic,140000,Petrol,Local,4.2
toyota,fielder,Nairobi,silver,1150000,2013,Automatic,85000,Petrol,Foreign,4.6
toyota,ractis,Nairobi,silver,980000,2013,Automatic,91000,Petrol,Foreign,4.555555555555555
toyota,porte,Nairobi,blue,785000,2013,Automatic,71000,Petrol,Foreign,3
mazda,axela,Nairobi,white,1050000,2013,Automatic,140000,Petrol,Foreign,3.3333333333333335
toyota,hilux,Nairobi,white,2950000,2014,Automatic,75395,Diesel,Foreign,4.2
subaru,stx,Mombasa,red,2600000,2013,Automatic,82376,Petrol,Foreign,3
toyota,axio,Mombasa,gold,1250000,2013,Automatic,72362,Petrol,Foreign,3.6
volkswagen,touareg,Mombasa,black,4500000,2021,Manual,74231,Petrol,Foreign,3
volkswagen,tiguan,Mombasa,blue,2400000,2013,Automatic,70287,Petrol,Foreign,3.3333333333333335
toyota,fortuner,Mombasa,gold,4500000,2013,Automatic,74523,Diesel,Foreign,4
toyota,fielder,Mombasa,black,1350000,2013,Automatic,98261,Petrol,Foreign,4.6
toyota,fielder,Mombasa,white,1300000,2013,Automatic,98253,Diesel,Foreign,4.6
toyota,harrier,Mombasa,black,3700000,2014,Automatic,52321,Petrol,Foreign,4.6
toyota,fielder,Mombasa,silver,1250000,2013,Automatic,103202,Diesel,Local,4.6
volkswagen,tiguan,Mombasa,blue,2400000,2013,Automatic,66829,Petrol,Foreign,3.3333333333333335
toyota,crown,Mombasa,black,2600000,2013,Automatic,11161,Diesel,Foreign,4.2
toyota,crown,Mombasa,white,2600000,2013,Automatic,84232,Petrol,Foreign,4.2
toyota,noah,Mombasa,Not-specified,1700000,2013,Unknown,98252,Petrol,Local,4.5
toyota,hilux,Nairobi,white,2250000,2012,Manual,56000,Diesel,Foreign,4.2
volkswagen,tiguan,Mombasa,white,2350000,2013,Automatic,96234,Petrol,Foreign,3.3333333333333335
mitsubishi,outlander,Mombasa,Not-specified,2400000,2014,Unknown,98262,Petrol,Foreign,3.5
toyota,hilux,Mombasa,black,4000000,2013,Automatic,72324,Diesel,Foreign,4.2
toyota,harrier,Mombasa,white,3350000,2014,Automatic,72321,Petrol,Foreign,4.6
mazda,axela,Nairobi,Not-specified,1150000,2013,Automatic,42000,Petrol,Foreign,3.3333333333333335
mazda,demio,Nairobi,red,770000,2013,Automatic,42000,Petrol,Foreign,3.7142857142857144
mitsubishi,outlander,Nairobi,silver,2200000,2013,Automatic,65061,Petrol,Foreign,3.5
toyota,harrier,Nairobi,black,3580000,2015,Automatic,32000,Petrol,Foreign,4.6
mazda,demio,Nairobi,red,710000,2013,Automatic,36000,Petrol,Foreign,3.7142857142857144
nissan,latio,Nairobi,silver,830000,2013,Automatic,102000,Petrol,Foreign,3
toyota,hilux,Nairobi,silver,3250000,2013,Manual,101000,Diesel,Foreign,4.2
toyota,land,Nairobi,black,6995000,2013,Automatic,52000,Petrol,Foreign,4.555555555555555
toyota,land,Nairobi,black,7350000,2011,Automatic,87000,Diesel,Local,4.555555555555555
volkswagen,touareg,Nairobi,silver,3450000,2011,Automatic,132000,Diesel,Local,3
jeep,cherokee,Nairobi,white,4950000,2013,Automatic,72000,Petrol,Foreign,3
ford,ranger,Nairobi,Not-specified,2750000,2013,Automatic,225000,Diesel,Local,4
jeep,grand,Nairobi,Not-specified,4950000,2014,Automatic,68000,Diesel,Foreign,3
toyota,vitz,Nairobi,black,799000,2013,Automatic,60000,Petrol,Foreign,4.733333333333333
toyota,vitz,Nairobi,black,670000,2012,Automatic,128488,Petrol,Foreign,4.733333333333333
toyota,succeed,Nairobi,black,930000,2013,Automatic,53000,Petrol,Foreign,3.6666666666666665
nissan,note,Nairobi,silver,690000,2013,Automatic,83278,Petrol,Foreign,4.333333333333333
suzuki,escudo,Nairobi,brown,1890000,2013,Manual,87000,Petrol,Foreign,3.5
mercedes-benz,e300,Nairobi,white,2500000,2010,Automatic,114945,Petrol,Local,3
toyota,vitz,Mombasa,blue,740000,2013,Automatic,87532,Petrol,Foreign,4.733333333333333
toyota,sienta,Nairobi,brown,900000,2013,Automatic,65213,Petrol,Foreign,3.6666666666666665
toyota,vanguard,Nairobi,white,2400000,2013,Automatic,64512,Petrol,Foreign,3.3333333333333335
toyota,fielder,Mombasa,black,1250000,2013,Automatic,53216,Petrol,Foreign,4.6
toyota,premio,Mombasa,white,1500000,2013,Automatic,85421,Petrol,Foreign,4.764705882352941
mercedes-benz,c200,Nairobi,white,2350000,2013,Automatic,89623,Petrol,Foreign,4.5
toyota,auris,Nairobi,red,1150000,2013,Automatic,63288,Petrol,Foreign,4.333333333333333
mazda,axela,Mombasa,grey,1050000,2013,Automatic,85431,Petrol,Foreign,3.3333333333333335
toyota,isis,Mombasa,white,1100000,2013,Automatic,64532,Petrol,Foreign,3.6666666666666665
mazda,demio,Mombasa,maroon,680000,2013,Automatic,63123,Petrol,Foreign,3.7142857142857144
toyota,kluger,Mombasa,silver,3800000,2014,Automatic,39000,Petrol,Foreign,3
toyota,probox,Mombasa,white,750000,2013,Automatic,75213,Petrol,Foreign,4.555555555555555
mazda,cx-5,Mombasa,red,1950000,2013,Automatic,77631,Petrol,Foreign,3.3333333333333335
toyota,ractis,Mombasa,blue,850000,2013,Automatic,43631,Petrol,Foreign,4.555555555555555
nissan,juke,Mombasa,black,1200000,2013,Automatic,75312,Petrol,Foreign,3
subaru,legacy,Mombasa,pearl,1450000,2013,Automatic,98000,Petrol,Foreign,4.666666666666667
nissan,dualis,Mombasa,pearl,1380000,2013,Automatic,62000,Petrol,Foreign,3.6666666666666665
mazda,verisa,Mombasa,red,750000,2013,Automatic,52000,Petrol,Foreign,4
toyota,vanguard,Mombasa,maroon,2350000,2013,Automatic,63000,Petrol,Foreign,3.3333333333333335
subaru,forester,Mombasa,black,2350000,2014,Automatic,95000,Petrol,Foreign,4.636363636363637
bmw,x1,Mombasa,gold,2000000,2014,Automatic,32000,Petrol,Foreign,3.6666666666666665
mazda,cx-5,Mombasa,grey,1840000,2013,Automatic,85638,Diesel,Brand,3.3333333333333335
nissan,note,Mombasa,white,730000,2013,Automatic,65355,Petrol,Brand,4.333333333333333
nissan,x-trail,Mombasa,black,1640000,2013,Automatic,68953,Petrol,Brand,3.75
nissan,juke,Mombasa,grey,1180000,2013,Automatic,56896,Petrol,Brand,3
subaru,legacy,Mombasa,black,1450000,2013,Automatic,65896,Petrol,Brand,4.666666666666667
mazda,cx-5,Mombasa,maroon,1850000,2013,Automatic,65896,Petrol,Brand,3.3333333333333335
suzuki,alto,Mombasa,Not-specified,580000,2014,Automatic,65896,Petrol,Brand,4.2
toyota,rav4,Mombasa,red,2230000,2013,Automatic,65896,Petrol,Brand,4.5
toyota,fielder,Mombasa,silver,1400000,2015,Automatic,65896,Petrol,Brand,4.6
toyota,fortuner,Mombasa,white,4400000,2013,Automatic,65896,Petrol,Brand,4
mazda,axela,Mombasa,Not-specified,1080000,2013,Automatic,65896,Petrol,Brand,3.3333333333333335
subaru,forester,Mombasa,black,2640000,2013,Automatic,68968,Petrol,Brand,4.636363636363637
mercedes-benz,cla-class,Mombasa,silver,3300000,2013,Automatic,40000,Petrol,Brand,3
suzuki,swift,Mombasa,white,780000,2013,Automatic,65896,Petrol,Brand,3.6666666666666665
nissan,note,Mombasa,white,730000,2013,Automatic,65996,Petrol,Brand,4.333333333333333
toyota,crown,Mombasa,black,2350000,2014,Automatic,52358,Petrol,Brand,4.2
toyota,fortuner,Mombasa,black,4750000,2013,Automatic,65896,Petrol,Brand,4
toyota,ractis,Mombasa,silver,890000,2013,Automatic,65896,Petrol,Brand,4.555555555555555
toyota,wish,Mombasa,blue,1280000,2013,Automatic,65896,Petrol,Brand,3.6666666666666665
mercedes-benz,e250,Mombasa,black,3120000,2014,Automatic,68520,Petrol,Foreign,3
honda,cr-v,Mombasa,black,2000000,2013,Automatic,68370,Petrol,Foreign,4.333333333333333
nissan,note,Mombasa,blue,650000,2013,Automatic,60582,Petrol,Foreign,4.333333333333333
toyota,hilux,Mombasa,white,2530000,2013,Manual,173000,Diesel,Foreign,4.2
toyota,probox,Mombasa,silver,900000,2013,Automatic,900000,Petrol,Foreign,4.555555555555555
toyota,succeed,Mombasa,silver,880000,2013,Automatic,79860,Petrol,Foreign,3.6666666666666665
toyota,fielder,Mombasa,white,1250000,2012,Automatic,68950,Petrol,Foreign,4.6
honda,stream,Mombasa,black,1180000,2013,Automatic,65280,Petrol,Foreign,4
toyota,fielder,Mombasa,red,1080000,2013,Automatic,75860,Petrol,Foreign,4.6
toyota,land,Mombasa,beige,4200000,2013,Manual,NA,Diesel,Foreign,4.555555555555555
toyota,land,Mombasa,beige,4200000,2013,Manual,NA,Diesel,Foreign,4.555555555555555
toyota,passo,Mombasa,orange,580000,2013,Automatic,45255,Petrol,Foreign,3
toyota,passo,Mombasa,brown,580000,2013,Automatic,75000,Petrol,Foreign,3
toyota,passo,Mombasa,black,580000,2013,Automatic,85255,Petrol,Foreign,3
toyota,passo,Mombasa,brown,580000,2013,Automatic,82822,Petrol,Foreign,3
bmw,x1,Mombasa,brown,1900000,2013,Automatic,87000,Petrol,Foreign,3.6666666666666665
toyota,allion,Mombasa,maroon,1450000,2013,Automatic,58000,Petrol,Foreign,4.555555555555555
toyota,sienta,Mombasa,brown,900000,2013,Automatic,53251,Petrol,Foreign,3.6666666666666665
nissan,fuga,Mombasa,black,1400000,2013,Automatic,68000,Petrol,Foreign,3
toyota,fielder,Mombasa,silver,1200000,2013,Automatic,72312,Petrol,Foreign,3
toyota,vitz,Mombasa,blue,750000,2013,Automatic,52314,Petrol,Foreign,4.733333333333333
toyota,isis,Mombasa,pearl,1100000,2013,Automatic,74000,Petrol,Foreign,3.6666666666666665
nissan,x-trail,Mombasa,white,2100000,2014,Automatic,56324,Petrol,Foreign,3.75
suzuki,escudo,Mombasa,pearl,1850000,2013,Automatic,65000,Petrol,Foreign,3.5
honda,fit,Mombasa,pearl,800000,2013,Automatic,68000,Petrol,Foreign,4.666666666666667
subaru,forester,Mombasa,pearl,2350000,2013,Automatic,72000,Petrol,Foreign,4.636363636363637
toyota,crown,Mombasa,black,1450000,2012,Automatic,71000,Petrol,Foreign,4.2
toyota,succeed,Mombasa,silver,850000,2015,Automatic,70000,Petrol,Foreign,3.6666666666666665
toyota,wish,Mombasa,black,1200000,2013,Automatic,67000,Petrol,Foreign,3.6666666666666665
toyota,spade,Mombasa,gold,780000,2013,Automatic,64000,Petrol,Foreign,3
mazda,axela,Mombasa,silver,950000,2013,Automatic,67000,Petrol,Foreign,3.3333333333333335
mitsubishi,rvr,Mombasa,silver,1600000,2013,Automatic,70000,Petrol,Foreign,3
nissan,juke,Mombasa,black,1070000,2013,Automatic,74000,Petrol,Foreign,3
toyota,probox,Mombasa,silver,810000,2015,Automatic,67000,Petrol,Foreign,4.555555555555555
subaru,forester,Mombasa,red,2500000,2013,Automatic,68000,Petrol,Foreign,4.636363636363637
toyota,succeed,Mombasa,silver,830000,2013,Manual,72000,Petrol,Foreign,3.6666666666666665
nissan,juke,Mombasa,black,910000,2012,Automatic,129000,Petrol,Local,3
mazda,verisa,Mombasa,grey,800000,2013,Automatic,94000,Petrol,Foreign,4
mazda,premacy,Mombasa,purple,650000,2011,Automatic,86000,Petrol,Local,3.5
mitsubishi,rvr,Mombasa,black,1600000,2013,Automatic,65000,Petrol,Foreign,3
toyota,sienta,Mombasa,purple,900000,2013,Automatic,55000,Petrol,Foreign,3.6666666666666665
toyota,fielder,Mombasa,white,1350000,2015,Automatic,58000,Petrol,Foreign,4.6
honda,fit,Mombasa,brown,800000,2013,Automatic,60000,Petrol,Foreign,4.666666666666667
toyota,crown,Mombasa,black,2130000,2013,Automatic,65000,Petrol,Foreign,4.2
suzuki,escudo,Mombasa,grey,1800000,2013,Automatic,62000,Petrol,Foreign,3.5
toyota,fielder,Mombasa,black,1300000,2013,Automatic,96000,Petrol,Foreign,4.6
mitsubishi,outlander,Mombasa,black,2100000,2013,Automatic,69000,Petrol,Foreign,3.5
toyota,vitz,Mombasa,silver,760000,2013,Automatic,60000,Petrol,Foreign,4.733333333333333
mazda,axela,Mombasa,black,1450000,2015,Automatic,55000,Petrol,Foreign,3.3333333333333335
toyota,auris,Mombasa,silver,1100000,2012,Automatic,65000,Petrol,Foreign,4.333333333333333
nissan,x-trail,Mombasa,pearl,1600000,2013,Automatic,68000,Petrol,Foreign,3.75
subaru,forester,Mombasa,maroon,1950000,2013,Automatic,93000,Petrol,Foreign,4.636363636363637
subaru,legacy,Mombasa,black,1400000,2013,Automatic,70000,Petrol,Foreign,4.666666666666667
subaru,impreza,Mombasa,black,1600000,2013,Automatic,70000,Petrol,Foreign,4.714285714285714
toyota,axio,Mombasa,Not-specified,1300000,2013,Automatic,106700,Petrol,Foreign,3.6
toyota,fielder,Mombasa,black,1200000,2013,Automatic,38000,Petrol,Foreign,4.6
toyota,premio,Mombasa,silver,1600000,2013,Automatic,65000,Petrol,Foreign,4.764705882352941
toyota,axio,Mombasa,silver,1150000,2013,Manual,46000,Petrol,Foreign,3.6
mitsubishi,rvr,Mombasa,grey,1650000,2013,Automatic,86000,Petrol,Foreign,3
mercedes-benz,c180,Mombasa,black,2050000,2013,Automatic,43000,Petrol,Foreign,3.6666666666666665
audi,a3,Mombasa,Not-specified,1300000,2013,Automatic,80000,Petrol,Foreign,3.6666666666666665
toyota,bb,Mombasa,beige,750000,2013,Automatic,80000,Petrol,Foreign,3
toyota,auris,Mombasa,pearl,1350000,2013,Automatic,80000,Petrol,Foreign,4.333333333333333
subaru,forester,Mombasa,red,1900000,2013,Automatic,78000,Petrol,Foreign,4.636363636363637
toyota,vanguard,Mombasa,black,2430000,2013,Automatic,430000,Petrol,Foreign,3.3333333333333335
volkswagen,tiguan,Mombasa,Not-specified,2100000,2013,Automatic,57000,Petrol,Foreign,3.3333333333333335
toyota,rush,Mombasa,black,1530000,2013,Automatic,65000,Petrol,Foreign,3
subaru,legacy,Mombasa,pearl,1400000,2013,Automatic,65000,Petrol,Foreign,4.666666666666667
toyota,auris,Mombasa,white,1150000,2013,Automatic,65000,Petrol,Foreign,4.333333333333333
mazda,axela,Mombasa,blue,1100000,2013,Automatic,63000,Petrol,Foreign,3.3333333333333335
subaru,impreza,Mombasa,silver,1200000,2014,Automatic,65000,Petrol,Foreign,3
mercedes-benz,e250,Nairobi,maroon,1800000,2010,Automatic,NA,Diesel,Foreign,3
honda,cr-v,Nairobi,white,2400000,2013,Automatic,NA,Petrol,Foreign,4.333333333333333
mercedes-benz,ml350,Nairobi,pearl,6100000,2013,Automatic,14000,Petrol,Foreign,3
bmw,x5,Nairobi,silver,7000000,2014,Automatic,34098,Petrol,Local,3
bmw,x6,Nairobi,black,8000000,2015,Automatic,63303,Petrol,Local,3
jaguar,f-type,Nairobi,black,6397000,2014,Automatic,301,Petrol,Brand,3.6666666666666665
jaguar,e,Nairobi,silver,9169200,2019,Automatic,12772,Petrol,Local,3
bmw,5,Nairobi,silver,2510000,2011,Automatic,48299,Petrol,Local,3
bmw,x3,Nairobi,Not-specified,8810600,2019,Automatic,806,Petrol,Local,3.6666666666666665
mercedes-benz,c200,Mombasa,silver,2300000,2013,Automatic,34000,Petrol,Foreign,4.5
nissan,note,Kakamega,purple,750000,2013,Automatic,60600,Petrol,Foreign,4.333333333333333
bmw,x6,Nairobi,silver,8000000,2015,Automatic,20477,Petrol,Local,3
jaguar,xf,Nairobi,white,5331000,2014,Automatic,28,Petrol,Brand,3
bmw,x6,Nairobi,silver,15175000,2019,Automatic,6,Petrol,Brand,3
bmw,x1,Nairobi,white,5990000,2019,Manual,3966,Petrol,Local,3.6666666666666665
jaguar,f-pace,Nairobi,Not-specified,9000000,2017,Automatic,11489,Petrol,Local,3
bmw,x6,Nairobi,black,15300000,2019,Automatic,214,Petrol,Brand,3
toyota,ractis,Kakamega,blue,900000,2013,Automatic,58561,Petrol,Foreign,4.555555555555555
mazda,cx-5,Mombasa,Not-specified,1780000,2013,Unknown,NA,Other,Foreign,3.3333333333333335
toyota,carina,Nairobi,white,445000,2002,Automatic,100000,Petrol,Local,4
toyota,spade,Kakamega,black,750000,2012,Automatic,64100,Petrol,Foreign,3
toyota,vitz,Nakuru,silver,860000,2013,Automatic,75081,Petrol,Foreign,4.733333333333333
toyota,porte,Kakamega,red,750000,2012,Automatic,70400,Petrol,Foreign,3
subaru,forester,Nairobi,black,2100000,2013,Automatic,114000,Petrol,Foreign,4.636363636363637
bajaj,kb,Nairobi,white,450000,2017,Manual,10000,Petrol,Foreign,3
mitsubishi,rvr,Nakuru,black,1950000,2013,Automatic,69717,Petrol,Foreign,3
nissan,cube,Nakuru,brown,670000,2013,Automatic,NA,Petrol,Foreign,3.6666666666666665
toyota,ractis,Nakuru,silver,950000,2013,Automatic,58854,Petrol,Foreign,4.555555555555555
nissan,tiida,Nakuru,white,850000,2013,Automatic,115372,Petrol,Foreign,4.428571428571429
toyota,harrier,Nairobi,beige,3480000,2013,Automatic,34000,Petrol,Foreign,4.6
bajaj,kb,Nairobi,white,600000,2018,Manual,8,Petrol,Foreign,3
toyota,hilux,Nairobi,silver,3600000,2013,Automatic,63000,Diesel,Foreign,4.2
toyota,passo,Nairobi,silver,588000,2013,Automatic,34500,Petrol,Foreign,3
nissan,sylphy,Nairobi,silver,990000,2013,Automatic,127000,Petrol,Foreign,3
jeep,wrangler,Nairobi,silver,4000000,2012,Automatic,73000,Petrol,Foreign,3
subaru,outback,Nairobi,silver,820000,2006,Automatic,158000,Petrol,Local,4.2
toyota,rav4,Nairobi,Not-specified,3000000,2014,Automatic,56000,Other,Foreign,4.5
mazda,cx-5,Mombasa,white,1900000,2013,Automatic,78000,Diesel,Foreign,3.3333333333333335
toyota,rush,Mombasa,silver,1530000,2015,Automatic,80000,Petrol,Foreign,3
toyota,auris,Mombasa,Not-specified,1270000,2013,Automatic,58000,Petrol,Foreign,3
toyota,axio,Mombasa,beige,1200000,2013,Automatic,46000,Petrol,Foreign,3
jeep,cherokee,Mombasa,white,5200000,2014,Automatic,75000,Petrol,Foreign,3
volkswagen,touareg,Mombasa,white,4300000,2013,Automatic,58000,Diesel,Foreign,3
toyota,harrier,Mombasa,white,3380000,2014,Automatic,80000,Petrol,Foreign,4.6
volkswagen,touareg,Mombasa,black,4200000,2013,Automatic,58000,Diesel,Foreign,3
nissan,teana,Mombasa,black,1350000,2013,Automatic,79000,Petrol,Foreign,3.6666666666666665
subaru,forester,Mombasa,black,2600000,2013,Automatic,78000,Petrol,Foreign,4.636363636363637
toyota,ractis,Nairobi,silver,940000,2013,Automatic,22000,Petrol,Foreign,4.555555555555555
volkswagen,touareg,Nairobi,black,1850000,2008,Automatic,146000,Diesel,Local,3
toyota,crown,Mombasa,silver,2200000,2013,Automatic,106000,Petrol,Foreign,4.2
mercedes-benz,c180,Mombasa,white,2200000,2013,Automatic,50000,Petrol,Foreign,3.6666666666666665
toyota,auris,Mombasa,pearl,1200000,2014,Automatic,99819,Petrol,Foreign,4.333333333333333
toyota,wish,Mombasa,maroon,1350000,2013,Automatic,93000,Petrol,Foreign,3.6666666666666665
toyota,crown,Mombasa,white,2300000,2013,Automatic,103000,Petrol,Foreign,4.2
mercedes-benz,c200,Mombasa,white,2450000,2013,Automatic,70000,Petrol,Foreign,4.5
subaru,forester,Mombasa,beige,2150000,2013,Automatic,68000,Petrol,Foreign,4.636363636363637
toyota,fielder,Nairobi,brown,1280000,2013,Automatic,110000,Petrol,Foreign,4.6
mitsubishi,mirage,Nakuru,blue,700000,2013,Automatic,62250,Petrol,Foreign,3
