,make,price,details
866,  2013 Mercedes-Benz S550  ," KSh5,400,000 ",  Mombasa  Foreign Used 2013 
867,  2014 Toyota Vitz     5 (13 Reviews)   ," KSh800,000 ",  Mombasa  1 km   Foreign Used 2014 
868,  2014 Mercedes-Benz E250  ," KSh4,500,000 ",  Mombasa  Foreign Used 2014 
869,  2013 Suzuki Escudo     4 (2 Reviews)   ," KSh2,300,000 ",  Mombasa  Foreign Used 2013 
870,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,250,000 ",  Mombasa  Foreign Used 2013 
871,  2013 Toyota Passo  ," KSh580,000 ",  Mombasa  Foreign Used 2013 
872,  2014 Toyota Axio     4 (3 Reviews)   ," KSh1,150,000 ",  Mombasa  Foreign Used 2014 
873,  2013 Mitsubishi Outlander     4 (2 Reviews)   ," KSh1,700,000 ",  Mombasa  Foreign Used 2013 
874,  2013 Mazda CX-5     4 (1 Review)   ," KSh1,900,000 ",  Mombasa  Foreign Used 2013 
875,  2013 Toyota Avensis     4 (3 Reviews)   ," KSh1,300,000 ",  Mombasa  Foreign Used 2013 
876,  2013 Toyota Vanguard     4 (1 Review)   ," KSh2,500,000 ",  Mombasa  Foreign Used 2013 
877,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,550,000 ",  Mombasa  Foreign Used 2013 
878,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,100,000 ",  Mombasa  Foreign Used 2013 
879,  2013 Toyota Vanguard     4 (1 Review)   ," KSh2,100,000 ",  Mombasa  Foreign Used 2013 
880,  2014 Toyota Land Cruiser     5 (7 Reviews)   ," KSh8,700,000 ",  Mombasa  Foreign Used 2014 
881,  2013 Toyota Hilux     5 (3 Reviews)   ,"  KSh3,800,000 ",  Mombasa  Foreign Used 2013 Diesel 
882,  2014 Toyota Auris     5 (4 Reviews)   ," KSh1,200,000 ",  Mombasa  Foreign Used 2014 
883,  2012  BMW X3     5 (1 Review)   ," KSh2,600,000 ",  Mombasa  Automatic  Black Foreign Used 2012 Petrol 
884,  2004 Mercedes-Benz C200     5 (6 Reviews)   ," KSh890,000 ",  Nairobi  Automatic  White Locally Used 2004 Petrol 
885,   2001 Peugeot 406  ," KSh430,000 ",  Nairobi  Manual  Gold Locally Used 2001 Petrol 
886,  2008 Mercedes-Benz C200     5 (6 Reviews)   ," KSh1,280,000 ",  Nairobi  Automatic  Black Locally Used 2008 Petrol 
887,  2013 Nissan Sylphy  , KSh1 ,  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
888,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,590,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
889,  2013 Toyota Mark X     5 (6 Reviews)   ," KSh1,550,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
890,  2012 Toyota Fielder     5 (8 Reviews)   ," KSh1,070,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Petrol 
891,  2013 Honda Insight     4 (1 Review)   ," KSh920,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
892,  2013 Toyota Probox     5 (7 Reviews)   ," KSh810,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
893,  2013 Nissan Note     5 (4 Reviews)   ," KSh640,000 ",  Nairobi  Automatic  Foreign Used 2013 Petrol 
894,   2016 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh6,150,000 ",  Nairobi  Automatic  Red 90808 km   Foreign Used 2016 Diesel 
895,  2014 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh5,500,000 ",  Nairobi  Automatic  Black 44282 km   Foreign Used 2014 Petrol 
896,  2013 Toyota Fortuner     5 (2 Reviews)   ," KSh3,900,000 ",  Nairobi  Automatic  Silver 65510 km   Foreign Used 2013 Petrol 
897,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,380,000 ",  Nairobi  Automatic  Black 77743 km   Foreign Used 2013 Petrol 
898,  2013 Toyota RAV4     5 (6 Reviews)   ," KSh2,380,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
899,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,250,000 ",  Nairobi  Automatic  Red Foreign Used 2013 Diesel 
900,  2013 Toyota Vanguard     4 (1 Review)   ," KSh2,600,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
901,  2014 Ford Ranger     5 (2 Reviews)   ," KSh4,650,000 ",  Nairobi  Automatic  White 99398 km   Foreign Used 2014 Petrol 
902,  2015 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,600,000 ",  Nairobi  Automatic  Green 33749 km   Foreign Used 2015 Petrol 
903,  2009 Subaru Forester     5 (9 Reviews)   ," KSh1,350,000 ",  Nairobi  Automatic  Silver Locally Used 2009 Petrol 
904,  2013 Mazda CX-5 2WD     4 (1 Review)   ," KSh2,100,000 ",  Nairobi  Automatic  Blue 56000 km   Foreign Used 2013 Diesel 
905,  2013 Toyota Hilux 2.5 D-4D     5 (3 Reviews)   ," KSh2,850,000 ",  Nairobi  Manual  Silver Foreign Used 2013 Diesel 
906,  2013 Ford Ranger     5 (2 Reviews)   ," KSh3,850,000 ",  Nairobi  Manual  White Foreign Used 2013 Diesel 
907,  2013 Subaru Forester     5 (9 Reviews)   ," KSh2,650,000 ",  Nairobi  Automatic  Foreign Used 2013 Petrol 
908,  2014 Nissan X-Trail     4 (6 Reviews)   ," KSh2,650,000 ",  Nairobi  Automatic  Black Foreign Used 2014 Petrol 
909,  2015 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,950,000 ",  Nairobi  Automatic  Pearl 46797 km   Foreign Used 2015 Diesel 
910,  2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,800,000 ",  Nairobi  Automatic  Dark Grey Foreign Used 2013 Diesel 
911,  2016 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh6,200,000 ",  Nairobi  Automatic  Black Foreign Used 2016 Diesel 
912,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,390,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
913,  2013 Toyota Wish     4 (4 Reviews)   ," KSh1,480,000 ",  Nairobi  Automatic  Maroon Foreign Used 2013 Petrol 
914,  2012 Subaru Outback     5 (3 Reviews)   ," KSh1,850,000 ",  Nairobi  Automatic  Gold Foreign Used 2012 Petrol 
915,  2013 Volkswagen Polo     5 (1 Review)   ," KSh1,400,000 ",  Nairobi  Automatic  Blue Foreign Used 2013 Petrol 
916,  2013 Mazda CX-5     4 (1 Review)    ," KSh2,100,000 ",  Nairobi  Automatic  Grey 73000 km   Foreign Used 2013 Petrol 
917,  2013 Nissan Sylphy   ," KSh1,250,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
918,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,300,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
919,  2014 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh4,850,000 ",  Nairobi  Automatic  Black Foreign Used 2014 Petrol 
920,  2013 Toyota Land Cruiser 100 4.7 V8 Executive     5 (7 Reviews)   ," KSh8,800,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Diesel 
921,  2013 Toyota Hilux 2.5 D-4D     5 (3 Reviews)   ," KSh2,000,000 ",  Nairobi  Manual  White Foreign Used 2013 Diesel 
922,  2015 Subaru Outback     5 (3 Reviews)   ," KSh3,500,000 ",  Nairobi  Automatic  Silver Foreign Used 2015 Petrol 
923,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,780,000  ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
924,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,850,000 ",  Nairobi  Automatic  Dark Grey Foreign Used 2013 Petrol 
925,  2013 Subaru Legacy     5 (10 Reviews)   ," KSh1,250,000 ",  Nairobi  Manual  Black Foreign Used 2013 Petrol 
926,  2013 Land Rover Range Rover  ," KSh10,500,000 ",  Nairobi  Automatic  Silver 50000 km   Foreign Used 2013 Diesel 
927,  2014 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh4,850,000 ",  Nairobi  Automatic  Dark Grey Foreign Used 2014 Petrol 
928,  2018 Toyota Land Cruiser 100 4.7 V8 Executive     5 (7 Reviews)   ," KSh15,200,000 ",  Nairobi  Automatic  White Foreign Used 2018 Petrol 
929,  2012 Toyota Land Cruiser 202 ZX 4.6     5 (7 Reviews)   ," KSh7,850,000 ",  Nairobi  Automatic  Black Foreign Used 2012 Petrol 
930,  2010 Toyota Allion     5 (7 Reviews)   ," KSh1,020,000 ",  Nairobi  Automatic  White Foreign Used 2010 Petrol 
931,  2013 Subaru Forester     5 (9 Reviews)   ," KSh2,450,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
932,  2015 Toyota Fielder     5 (8 Reviews)   ," KSh1,360,000 ",  Nairobi  Automatic  Dark Grey Foreign Used 2015 Petrol 
933,  2013 Nissan Sylphy  ," KSh1,180,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
934,  2013 Mercedes-Benz E300  ," KSh4,500,000 ",  Nairobi  Automatic  Pearl Foreign Used 2013 Petrol 
935,  2014 Toyota Probox     5 (7 Reviews)   ," KSh915,000 ",  Nairobi  Automatic  Pearl Foreign Used 2014 Petrol 
936,  2010 BMW X5  ," KSh2,600,000 ",  Nairobi  Automatic  Grey Foreign Used 2010 Petrol 
937,   2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,500,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
938,  2012 Toyota Vanguard     4 (1 Review)   ," KSh2,500,000 ",  Nairobi  Automatic  Black Foreign Used 2012 Petrol 
939,  2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh5,700,000 ",  Nairobi  Automatic  Grey Foreign Used 2013 Diesel 
940,  2008 BMW X3     5 (1 Review)   ," KSh1,550,000 ",  Nairobi  Automatic  White 95000 km   Locally Used 2008 Petrol 
941,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh900,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
942,  2013 Toyota Allion     5 (7 Reviews)   ," KSh1,480,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
943,  2013 Nissan Note     5 (4 Reviews)   ," KSh640,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
944,  2002 Nissan Sunny     4 (6 Reviews)   ," KSh300,000 ",  Nairobi  Automatic  Silver Locally Used 2002 Petrol 
945,  2013 Subaru Forester     5 (9 Reviews)   ," KSh2,050,000 ",  Nairobi  Automatic  Black Foreign Used 2013 Petrol 
946,  2012 Mercedes-Benz B180  ," KSh1,200,000 ",  Nairobi  Automatic  Black Foreign Used 2012 Petrol 
947,  2013 Suzuki Every  ," KSh600,000 ",  Mombasa  Automatic  Silver 91575 km   Foreign Used 2013 Petrol 
948,  2013 Mazda Demio     4 (5 Reviews)   ," KSh720,000 ",  Mombasa  Automatic  Dark Blue 72000 km   Foreign Used 2013 Petrol 
949,  2013 Subaru Forester     5 (9 Reviews)    ," KSh2,450,000 ",  Mombasa  Automatic  Brown 63848 km   Foreign Used 2013 Petrol 
950,  2013 Toyota Succeed     5 (1 Review)   ," KSh860,000 ",  Mombasa  Automatic  Silver 36854 km   Foreign Used 2013 Petrol 
951,  2012 Toyota Vitz 1.5 RS     5 (13 Reviews)   ," KSh890,000 ",  Mombasa  Automatic  Black 31854 km   Foreign Used 2012 Petrol 
952,  2011 Mazda Demio     4 (5 Reviews)   ," KSh495,000 ",  Mombasa  Automatic  Maroon 92452 km   Locally Used 2011 Petrol 
953,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,650,000 ",  Mombasa  Automatic  Silver 36548 km   Foreign Used 2013 Petrol 
954,  2013 Toyota Allion     5 (7 Reviews)   ," KSh1,580,000 ",  Mombasa  Automatic  Grey 67854 km   Foreign Used 2013 Petrol 
955,  2013 Nissan juke     3 (1 Review)   ," KSh1,190,000 ",  Mombasa  Automatic  Black 71652 km   Foreign Used 2013 Petrol 
956,  2013 Suzuki Alto     5 (3 Reviews)   ," KSh550,000 ",  Mombasa  Automatic  Brown 26548 km   Foreign Used 2013 Petrol 
957,  2013 Mazda CX-5     4 (1 Review)   ," KSh1,950,000 ",  Mombasa  Automatic  Red 56284 km   Foreign Used 2013 Diesel 
958,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,050,000 ",  Mombasa  Automatic  Black 56842 km   Foreign Used 2013 Petrol 
959,  2015 Toyota Fielder     5 (8 Reviews)   ," KSh1,280,000 ",  Mombasa  Automatic  White 36854 km   Foreign Used 2015 Petrol 
960,  2015 Toyota Fielder     5 (8 Reviews)   ," KSh1,280,000 ",  Mombasa  Automatic  White 36854 km   Foreign Used 2015 Petrol 
961,  2013 Toyota Wish     4 (4 Reviews)   ," KSh1,290,000 ",  Mombasa  Automatic  Black 99654 km   Foreign Used 2013 Petrol 
962,  2013 Toyota Rush     3 (1 Review)   ," KSh1,480,000 ",  Mombasa  Automatic  Black 68457 km   Foreign Used 2013 Petrol 
963,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,270,000 ",  Mombasa  Automatic  Blue 67532 km   Foreign Used 2013 Petrol 
964,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,130,000 ",  Mombasa  Automatic  Silver 54827 km   Foreign Used 2013 Petrol 
965,  2013 Toyota Auris     5 (4 Reviews)   ," KSh1,150,000 ",  Mombasa  Automatic  Black 66030 km   Foreign Used 2013 Petrol 
966,  2013 Volkswagen Polo     5 (1 Review)   ," KSh990,000 ",  Mombasa  Automatic  Silver 85647 km   Foreign Used 2013 Petrol 
967,  2013 Toyota Hilux 2.5 D-4D Double Cab     5 (3 Reviews)   ," KSh3,700,000 ",  Mombasa  Automatic  Silver 48644 km   Foreign Used 2013 Petrol 
968,  2013 Mazda Axela     4 (1 Review)   ," KSh1,050,000 ",  Mombasa  Automatic  Silver 86359 km   Foreign Used 2013 Petrol 
969,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,190,000 ",  Mombasa  Automatic  Grey 74593 km   Foreign Used 2013 Petrol 
970,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh750,000 ",  Mombasa  Automatic  Silver 36542 km   Foreign Used 2013 Petrol 
971,  2013 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh4,800,000 ",  Mombasa  Automatic  Black 69584 km   Foreign Used 2013 Petrol 
972,  2013 Toyota Hilux     5 (3 Reviews)   ," KSh2,250,000 ",  Mombasa  Manual  White 98654 km   Foreign Used 2013 Diesel 
973,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh730,000 ",  Mombasa  Automatic  Silver 36584 km   Foreign Used 2013 Petrol 
974,  2013 Daihatsu Mira  ," KSh530,000 ",  Mombasa  Automatic  Brown 35685 km   Foreign Used 2013 Petrol 
975,  2013 Subaru WRX STI  ," KSh2,000,000 ",  Mombasa  Automatic  Dark Blue 36542 km   Foreign Used 2013 Petrol 
976,   2012 Toyota Land Cruiser 200 V8 4.7     5 (7 Reviews)   ," KSh7,500,000 ",  Mombasa  Automatic  Black 56384 km   Foreign Used 2012 Petrol 
977,  2013 Ford Ranger     5 (2 Reviews)   ," KSh3,800,000 ",  Mombasa  Automatic  Foreign Used 2013 Diesel 
978,  2012 Toyota bB  ," KSh690,000 ",  Nairobi  Automatic  Other 79000 km   Foreign Used 2012 Petrol 
979,  2012 Toyota Belta     5 (9 Reviews)   ," KSh875,000 ",  Nairobi  Automatic  Silver 80000 km   Foreign Used 2012 Petrol 
980,  2012 Suzuki carry truck  ," KSh790,000 ",  Nairobi  Manual  White 99600 km   Foreign Used 2012 Petrol 
981,  2012 Nissan Cube     5 (1 Review)   ," KSh540,000 ",  Nairobi  Automatic  Blue 88000 km   Foreign Used 2012 Petrol 
982,  2012 Mazda Demio 1.3 Aegean     4 (5 Reviews)   ," KSh660,000 ",  Nairobi  Automatic  Maroon 40000 km   Foreign Used 2012 Petrol 
983,  2011 Honda Fit Fit Sport     5 (10 Reviews)   ," KSh630,000 ",  Nairobi  Automatic  Dark Green 88000 km   Locally Used 2011 Petrol 
984,  2012 Toyota Estima  ," KSh1,200,000 ",  Nairobi  Automatic  Silver 110000 km   Foreign Used 2012 Petrol 
985,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh865,000 ",  Nairobi  Automatic  Brown 80000 km   Foreign Used 2013 Petrol 
986,  2013 Mercedes-Benz ML350  ," KSh5,950,000 ",  Nairobi  Automatic  Pearl 68000 km   Foreign Used 2013 Petrol 
987,  2012 Toyota Fortuner 3.0 D-4D 4x4     5 (2 Reviews)   ," KSh3,550,000 ",  Nairobi  Automatic  Beige Foreign Used 2012 Diesel 
988,  2012 Volkswagen Tiguan 2.0 SE 4Motion     4 (1 Review)   ," KSh2,250,000 ",  Nairobi  Automatic  White Foreign Used 2012 Petrol 
989,  2013 Jeep Grand Cherokee 3.0 CRD Overland 4x4 Automatic  ," KSh5,200,000 ",  Nairobi  Automatic  White Foreign Used 2013 Petrol 
990,  2014 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh5,100,000 ",  Nairobi  Automatic  Locally Used 2014 Petrol 
991,  2013 Land Rover Defender     5 (2 Reviews)   ," KSh5,980,000 ",  Nairobi  Manual  Silver Foreign Used 2013 Diesel 
992,  2012 Toyota Axio     4 (3 Reviews)   ," KSh980,000 ",  Nairobi  Automatic  Beige Locally Used 2012 Petrol 
993,  2013 Mazda CX-5 AWD     4 (1 Review)   ," KSh2,100,000 ",  Nairobi  Automatic  Red Foreign Used 2013 Diesel 
994,  2016 Mahindra Pik-Up  ," KSh1,800,000 ",  Nairobi  Manual  Silver Foreign Used 2016 Diesel 
995,  2012 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh4,750,000 ",  Nairobi  Automatic  White Foreign Used 2012 Petrol 
996,  2012 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh4,500,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Petrol 
997,  2017 Mercedes-Benz GLA  ," KSh5,750,000 ",  Nairobi  Automatic  Black Foreign Used 2017 Petrol 
998,  2013 Mazda Demio     4 (5 Reviews)   ," KSh650,000 ",  Nairobi  Automatic  Grey Foreign Used 2013 Petrol 
999,  2012 Toyota Land Cruiser Prado TX-L     4 (3 Reviews)   ," KSh4,200,000 ",  Nairobi  Automatic  Black Foreign Used 2012 Petrol 
1000,  2013 Mercedes-Benz E250  ," KSh3,200,000 ",  Nairobi  Automatic  Silver Foreign Used 2013 Petrol 
1001,  2011  Subaru Legacy 2.5i Special Edition Wagon     5 (10 Reviews)   ," KSh1,280,000 ",  Nairobi  Automatic  Black Locally Used 2011 Petrol 
1002,  2011 Mercedes-Benz E250  ," KSh2,650,000 ",  Nairobi  Automatic  White Locally Used 2011 Petrol 
1003,  2010 Toyota Prius 1.8 VVT-h     3 (1 Review)   ," KSh950,000 ",  Nairobi  Automatic  Silver Locally Used 2010 Petrol 
1004,  2012 Suzuki Escudo     4 (2 Reviews)   ," KSh2,150,000 ",  Nairobi  Automatic  Brown Foreign Used 2012 Petrol 
1005,  2011 Toyota Crown Automatic     5 (3 Reviews)   ," KSh1,380,000 ",  Nairobi  Automatic  Black Locally Used 2011 Petrol 
1006,  2012 Volkswagen Tiguan 2.0 SE 4Motion     4 (1 Review)   ," KSh2,000,000 ",  Nairobi  Automatic  Silver Locally Used 2012 Petrol 
1007,  2013 Toyota Allion A15     5 (7 Reviews)   ," KSh1,490,000 ",  Nairobi  Automatic  Dark Blue Foreign Used 2013 Petrol 
1008,  2011 Toyota Ractis     5 (7 Reviews)   ," KSh890,000 ",  Nairobi  Automatic  Blue Locally Used 2011 Petrol 
1009,  2011 Honda Insight Hybrid     4 (1 Review)   ," KSh860,000 ",  Nairobi  Automatic  Black Locally Used 2011 Petrol 
1010,  2012 Volvo V50  ," KSh1,700,000 ",  Nairobi  Automatic  Beige Locally Used 2012 Petrol 
1011,  2013 Volkswagen Touareg 3.0 V6  ," KSh3,850,000 ",  Nairobi  Automatic  Dark Blue Foreign Used 2013 Petrol 
1012,  2013 Land Rover Discovery IV  ," KSh4,250,000 ",  Nairobi  Automatic  Dark Blue Foreign Used 2013 Diesel 
1013,  2012 Nissan Cube     5 (1 Review)   ," KSh520,000 ",  Nairobi  Automatic  Maroon Foreign Used 2012 Petrol 
1014,  2012 Nissan Wingroad     4 (10 Reviews)   ," KSh730,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Petrol 
1015,  2012 Volkswagen Golf     4 (3 Reviews)   ," KSh760,000 ",  Nairobi  Automatic  Black Foreign Used 2012 Petrol 
1016,  2012 Daihatsu Mira  ," KSh480,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Petrol 
1017,  2012 Mazda Demio     4 (5 Reviews)   ," KSh690,000 ",  Nairobi  Automatic  Dark Grey Foreign Used 2012 Petrol 
1018,  2012 Nissan March     5 (5 Reviews)   ," KSh470,000 ",  Nairobi  Automatic  Silver Foreign Used 2012 Petrol 
1019,  2014 Land Rover Range Rover Vogue  ," KSh10,900,000 ",  Nairobi  Automatic  Foreign Used 2014 Petrol 
1020,  2012 Honda CR-V     5 (4 Reviews)   ," KSh2,250,000 ",  Nairobi  Automatic  Blue 100000 km   Foreign Used 2012 Petrol 
1021,  2004 Toyota Corolla NZE     5 (12 Reviews)   ," KSh620,000 ",  Nairobi  Automatic  White 130000 km   Locally Used 2004 Petrol 
1022,  2014 Toyota Land Cruiser     5 (7 Reviews)   ," KSh3,590,000 ",  Nairobi  Manual  White 37000 km   Locally Used 2014 Petrol 
1023,  2011 Mercedes-Benz S350  ," KSh3,590,000 ",  Nairobi  Automatic  Silver 77000 km   Foreign Used 2011 Petrol 
1024,  2012 Toyota Wish     4 (4 Reviews)   ," KSh1,190,000 ",  Nairobi  Automatic  Pearl 103000 km   Foreign Used 2012 Petrol 
1025,  2012 Toyota Probox     5 (7 Reviews)   ," KSh750,000 ",  Nairobi  Automatic  White 97000 km   Foreign Used 2012 Petrol 
1026,  2013 Toyota Voxy     4 (2 Reviews)   ," KSh1,550,000 ",  Nairobi  Automatic  Silver 69000 km   Foreign Used 2013 Petrol 
1027,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,590,000 ",  Nairobi  Automatic  White 81000 km   Foreign Used 2013 Petrol 
1028,  2006 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh2,190,000 ",  Nairobi  Automatic  White 123000 km   Locally Used 2006 Petrol 
1029,  2013 Toyota Avensis 2.0 Wagon Automatic     4 (3 Reviews)   ," KSh1,390,000 ",  Nairobi  Automatic  Black 113 km   Foreign Used 2013 Petrol 
1030,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,090,000 ",  Nairobi  Automatic  White 85000 km   Foreign Used 2013 Petrol 
1031,  2013 Mazda Demio     4 (5 Reviews)   ," KSh695,000 ",  Nairobi  Automatic  Grey 78000 km   Foreign Used 2013 Petrol 
1032,  2012 Nissan Skyline GT  ," KSh1,490,000 ",  Nairobi  Automatic  Grey 25000 km   Foreign Used 2012 Petrol 
1033,  2014 Toyota Harrier     5 (8 Reviews)   ," KSh3,190,000 ",  Nairobi  Automatic  Black 36000 km   Locally Used 2014 Petrol 
1034,  2012 Toyota Sai  ," KSh1,540,000 ",  Nairobi  Automatic  White 65000 km   Foreign Used 2012 Hybrid 
1035,  2013 Mitsubishi Pajero     5 (2 Reviews)   ," KSh3,490,000 ",  Nairobi  Automatic  White 102000 km   Foreign Used 2013 Diesel 
1036,  2006 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh1,900,000 ",  Nairobi  Automatic  White 132000 km   Locally Used 2006 Petrol 
1037,  2006 Toyota IST     4 (1 Review)   ," KSh570,000 ",  Nairobi  Automatic  White 166000 km   Locally Used 2006 Petrol 
1038,  2006 Toyota IST     4 (1 Review)   ," KSh580,000 ",  Nairobi  Automatic  White 166000 km   Locally Used 2006 
1039,  2008 Toyota Vitz     5 (13 Reviews)   ," KSh530,000 ",  Nairobi  Automatic  White 80000 km   Locally Used 2008 Petrol 
1040,  2013 Subaru Forester 2.0 AWD     5 (9 Reviews)   ," KSh2,080,000 ",  Nairobi  Automatic  Silver 79000 km   Foreign Used 2013 Petrol 
1041,   2012 Toyota Passo 1.3L  ," KSh640,000 ",  Nairobi  Automatic  104000 km   Foreign Used 2012 Petrol 
1042,  2005 Nissan Hardbody  ," KSh990,000 ",  Nairobi  Manual  Dark Green 263000 km   Locally Used 2005 Diesel 
1043,  2008 Toyota Vitz 1.3 U     5 (13 Reviews)   ," KSh530,000 ",  Nairobi  Automatic  White 80000 km   Locally Used 2008 Petrol 
1044,  2013 Nissan X-Trail 2.0 Automatic     4 (6 Reviews)   ," KSh1,690,000 ",  Nairobi  Automatic  Silver 72000 km   Foreign Used 2013 Petrol 
1045,  2017 Toyota C-HR  ," KSh3,200,000 ",  Nairobi  Automatic  Black 11994 km    Foreign Used 2017 Diesel 
